ID	RT	Mass	R7S1	R7S2	R7S3	R7S4	R7S5	R7S6	R7S7	R7S8	R7S9	R7S10	R7S11	R7S12	R7S13	R7S14	R7S15	R8S1	R8S2	R8S3	R8S4	R8S5	R8S6	R8S7	R8S8	R8S9	R8S10	R8S11	R8S12	R8S13	R8S14	R8S15	R9S1	R9S2	R9S3	R9S4	R9S5	R9S6	R9S7	R9S8	R9S9	R9S10	R9S11	R9S12	R9S13	R9S14	R9S15
6281	6,3622	389,1681	0	0	0,45385	0	0	0	0,25445	0	0	0	0	0	0,3209	0,62905	0,558	0,46895	0	0	0	0,25445	0,1422	0,39415	0	0	0	0,5862	0	0	0,39345	0	0	0	0,58255	0,32515	0	0	0	0	0	0	0	0	0	0	0
6282	2,2633	389,1686	0	1,64395	0,98885	0,08495	0	0,79855	0,76785	0,66445	1,39485	0	0	0	0	0,39595	0	0,97345	0	0,8348	0,8592	0,62515	0,90985	0	0	0,9991	0	0	0,0632	0,47835	0,90605	0	0,03825	0,1023	0,65905	0	0	0,00635	0	0,1404	0,73755	0,18095	0,1318	1,47165	0	0	0
6283	4,1332	389,1729	0,5219	2,8099	0,8346	0	0,406	2,2727	0,9235	1,097	1,7118	0	0	0,43855	1,01975	1,18445	0,0892	0,8848	0	1,36795	0,7386	1,15	1,13365	0,31875	1,4823	1,3382	1,0569	0,31255	0	1,80145	1,407	0,5483	0,15795	0	0,59525	0	0	2,52005	1,08105	0,3237	1,7158	0	0	1,50785	0	0,3515	2,0035
6284	4,9012	389,1764	0,14995	1,00845	0,4138	0	0	0	0	0	0,0322	0,8677	0	0	0,6593	0	0,60655	0	0	0	0,66155	1,86275	0,6361	0,87095	0	0,54925	0	0,8047	0	0	0,64845	0	0	0	0	0	0	0	0,66835	0	1,24355	0	0	0	0	0	0,5556
6285	4,7692	389,1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,9101	0	0,86505	0	0	0	0	0	0	0	0	0	0	0	0,1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0,20425
6286	5,7307	389,1805	0,2249	1,60775	0,78785	0	0	0,43725	0,3366	0,7018	0	0	0	0	0	1,04505	0	0,83545	0	0,65265	1,1174	1,2507	0,72365	0	0	1,12105	0,26585	0,64345	0	0	0,5223	0	0	0	0,38945	0	0,1694	1,4696	0,2453	0	0,594	1,07565	0	1,0214	0,23865	0	1,21305
6287	5,2426	389,1819	1,6416	1,6847	0	0	0,63055	0,42735	0,2111	0,73805	1,38275	0,5536	2,34005	1,6442	0	1,43775	0,8673	0	0	0	1,24135	1,06205	1,0916	0,5614	1,3114	0	0	1,02225	2,22965	0	0	0	2,0101	0	0	0	0,7017	0	4,07895	0,90955	2,11025	1,9579	2,56095	3,2126	1,75295	0,30805	0,73195
6288	5,8168	389,1821	0	0	1,12465	0	0	0	0	0	0	0,5417	0	0	0,5691	0	0	0,9468	0	1,1047	0	1,0832	1,00265	0	0	0	0	0,48515	0	0	0,70435	0	0	0	0	0,1649	0	0	0	0	0	0	0	0	0	0	0
6289	4,2402	389,1823	0	0	0,60035	0	0	0	0	0	0	0,7314	0	0	0,24895	0	0	0,87605	0	0,5426	0	0,74175	0,66845	0	0	0	0	0	0	0	0,6755	0	0	0	0,58275	0,1323	0	0	0	0	0	0	0	0	0	0,14495	0
6290	5,328	389,1825	0	0	0	0	0,2061	0,1254	0,07615	0,51495	0,35155	0,53725	3,34655	0	0,7714	0	0	0,44035	0	1,85665	0	2,42125	1,0755	0,46335	0,19845	1,14525	0	1,04305	2,99115	0,24935	0,1324	0	0	7,071	0,84355	1,27715	3,1307	0,3598	0	0	0,49995	0	0	0	0	0,6005	0
6291	5,4136	389,184	0	0	0	0,0994	0,12375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,25655	0	0	0	0	0	0	0	0,32935	0,90705	0	0	0	0	0	0	0	0	0	0	0,01895	0	0	0	0	0
6292	5,0294	389,1844	0	0	0,1641	0	0	0	0	0	0	0,6529	0	0	0,42055	0	0	0,9614	0	0,2188	0	0	0	0	0	0	0	0	0	0	0,03655	0	0	0	0,5939	0,0724	0	0	0	0,03135	0	0	0	0,1086	0	0	0
6293	5,6325	389,2127	0,822	0	0	0	0	0,2931	0	0,3384	0	0,2898	0	0,37585	0,2835	0,2083	0,2696	0,1085	0	0,25125	0,32625	0,1763	0,09195	0	0,8486	0,18545	0,27175	0,10165	0,56925	0	0	0	0,5905	0	0,3712	0	0,40195	0,24635	0,3231	0,2213	0,53655	0,26155	0,40945	0,8423	0	0,1384	0
6294	5,7203	389,2152	0	0	0	0	0	0	0	0	0	0	1,08265	0	0,23525	0	0,4312	0,3018	0,5214	0,5102	0	0	0,59255	0,3474	0	0	0	0,60105	0,93465	0	0,498	0	0	1,0376	0,31715	0,3229	0	0	0	0	0	0	0	0	0	0,3526	0
6295	3,9517	389,219	0,1586	1,651	1,02195	0,09325	0,2034	1,2954	0,42895	1,79135	0,96095	0	0	0,11585	0,533	0	0	1,04085	0	1,1698	0,71985	0,7434	1,0648	0,583	0,5627	0,93645	0,3001	0,38955	0	0	1,01515	0	0,42725	0	0,89775	0,19795	0,13105	2,11965	0,442	0	1,29715	0,87615	0,08525	0,4177	0	0,1022	0,6964
6296	4,077	389,2202	0	0	1,3572	0	0	0	0	0	0,6107	0,9076	0	0	0,8121	0	0,18915	1,09	0	1,292	0,87115	1,28305	2,08645	0,57785	0	1,1732	0	0	0	0	1,3133	0	0	0	1,01105	0	0,13535	0	0	0	0	1,1334	0	0,6134	0	0	0,81115
6297	7,8336	389,2494	0	0	0,49935	0	0	0	0	0	0	1,11835	0	0	0	0	0	0	0	0,6682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,4203	0	0	0	0	0	0	0	0	0	0	0
6298	7,5118	389,2507	0	0	0,49445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,3768	0	0	0	0,42695	0	0	0	0	0	0	0,1439	0,79575	0,2881	0	0	0	0	0	0	0,1205	0	0	0
6299	7,4445	389,2525	0,32345	0,4499	0	0,46755	0	0,54525	0,4538	0	0	0,8484	0,14125	0,58155	0	0,1999	0,50325	0	0	0,43045	0,57605	0	0	0	0	0	0	0	0	0,7506	0	0	0	0	0	0	0	0,4328	0,54735	0	0,58195	0	0,2104	0,57335	0	0,4595	0,6583
6300	7,7414	389,2539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,4319	0	0	0	0	0	0	0	0	0	0,6316	0	0	0	0	0,36585	0	0	0	0	0	0,37905	0	0	0,4797
6301	6,8441	389,2542	0	0	0	0,07195	0,0607	0,9586	1,0245	0	0,1456	0	0,92545	0	0,5494	0	0	0	1,8612	0,42795	0	0,0933	0,8081	0	0	0	0	0,75995	0,5399	0	0,6423	0,5944	0	0	0,9107	0,11605	0,02235	0	0	0	0,02905	0	0,0862	0	0	0	0
6302	7,9443	389,2544	1,45525	1,7226	0,55375	0,8141	1,3983	1,2245	1,33065	0	0	0	0,6202	0,68385	0,1436	0	0	0,8486	0	0,6495	0,71685	0,6808	0,81005	0	1,2931	0,9219	0,47345	0,56215	0,61425	1,55135	0	0,0589	0,67965	0	0,3346	0,63445	0,45485	1,37265	0	1,51345	0,50175	1,6943	0	0,6709	1,23665	0	0,23395
6303	8,0111	389,2547	0	0	0,58375	0	0	0	0	0	0	0,89755	0,89085	0	0,53875	0	0,8167	0	0	0	0	0,76015	0,8573	0,526	0	0	0	0	0,7904	0	0,76495	0	0	1,2968	0,5876	0,5035	0,94825	0	0	0	0	0	0	0	0	0,5585	0
6305	1,6038	389,9876	0,8683	0,62205	0,51495	0,2084	0,2632	0,42425	0,8852	1,20865	0,88505	0,63045	0	0,6063	0,58465	1,20635	0	0,38275	0	0	0,98485	0	0	0	0,3079	0,69525	1,04225	0,71995	0	1,01845	0,4936	1,024	0,43165	0	0	0,36845	0	0,46545	0	0,3207	0,35425	0,8018	1,24375	0,63745	1,02305	0	1,6393
6306	1,2673	389,9896	1,3609	0,7709	0,2559	1,24785	1,59215	0,6432	0,97075	0,71965	1,11925	0,7335	0	1,7127	0,5559	1,01455	0,9015	0,31405	0	0,3955	0,68355	0,67735	1,0597	0,87485	1,12075	0,96635	1,22625	1,055	0	0,9843	1,09865	1,3056	1,3795	0	0,7259	0,73515	0,93735	1,16335	0,66815	1,25455	0,6395	1,00825	1,6241	1,12795	1,27435	0,66945	0,8744
6307	1,2579	390,0086	0	0,1877	0	0	0	0,12025	0,25485	0	0,3261	0	0	0	0	0,2255	1,46595	0	0,4436	0,38005	0	0	0	0	0	0	0,2503	0	0	0	0	0	0	0	0,42565	0	0,61475	0	0	0,2602	1,0379	0	0	0	0,65045	0,6407	0,1578
6308	1,228	390,0365	7,83495	6,87135	6,6423	8,76355	6,5656	7,29545	8,42725	6,5496	7,1283	6,97895	2,2776	6,8461	5,68035	6,52465	7,64745	6,28965	1,6683	7,17865	7,2449	5,85505	6,68165	7,25365	6,67725	4,125	6,02215	8,2448	2,73455	7,46695	6,17335	7,7178	9,12045	3,5724	7,4654	8,30085	7,4832	7,01745	7,4547	6,996	7,7472	6,4157	8,25645	6,32445	7,17805	9,42765	6,9542
6309	1,268	390,0776	1,8241	2,01785	1,22695	1,62075	0,616	0,70155	1,46535	2,1676	1,60975	0,78315	0	0,8581	0,40855	2,2054	1,6601	1,5511	0	1,29085	2,02	1,01205	1,63105	2,3911	1,4198	1,9407	1,4739	1,09295	0	0,4894	2,0697	1,12355	1,57965	0	1,0811	1,3313	0,26495	1,76825	1,9552	1,5296	0,7165	0,38895	1,41835	1,43815	0,18615	0,8862	2,26535
6310	2,1363	390,0811	6,7653	7,53005	0	8,72025	0,3855	7,46045	11,1164	7,558	8,2135	7,16275	0	2,2277	8,39265	12,73295	2,072	11,0728	0	11,85935	20,5232	16,7747	9,3432	12,52065	5,11245	14,68015	7,40775	10,1232	0,06285	0,4362	5,6248	1,933	2,06605	0	6,57245	11,6051	0,8795	9,80555	4,43865	2,84395	15,68225	5,2649	0	16,26045	2,44475	4,19455	8,92035
6311	1,7877	390,0813	8,0139	6,97135	5,0802	6,76875	4,64815	1,94825	6,6888	7,8598	7,7193	1,85625	0	4,4675	1,19835	9,50205	3,9013	4,15255	0	3,0666	7,66985	4,23655	3,57515	4,5164	7,16445	3,1631	6,42505	3,34705	0	2,9442	4,8181	7,6863	7,2212	0	2,792	5,96075	0,95225	7,7907	10,70155	7,84945	0,8556	3,29085	6,7681	7,3351	0	3,57	10,1221
6312	2,2255	390,0816	7,04745	15,40275	0	5,15095	6,42545	7,64305	7,01865	9,9866	11,5625	0	0	0	0	11,01245	0	0	0	0	16,85635	0	0	0	7,58355	2,8798	8,02615	0	0	7,2253	0	3,75455	4,26845	0	0	0	0	17,4654	9,5192	3,7202	14,7163	6,83055	1,1131	0	0,94805	0	13,1268
6313	1,9157	390,0818	0	0	2,08285	0	0	0	0	0	0	2,0431	0	0	2,12345	0	5,15685	4,90475	0	3,32065	0	2,8301	4,6442	5,6399	0	0	0	4,22145	0	0	5,7642	0	0	0	3,97565	2,9807	1,4287	0	0	0	0	0	0	0	0	4,642	0
6314	2,3345	390,0828	0	0	4,69935	0	0	0	0	0	0	2,59455	0	0	5,62625	0	1,0619	3,3024	0	4,95505	19,3358	13,1743	5,6011	2,9764	0	0	0	6,37785	0	0	3,8868	0	0	0	1,55415	3,8912	0,99595	0	0	0	0	0	0	0	0	0,8241	0
6315	2,4649	390,0834	0	0	0	0	0	0	0	0	0	1,04935	0	0	0	0	0	1,2015	0	0,40335	0	0	1,35755	0,81675	0	0	0	0	0	0	1,20095	0	0	0	0,5155	1,75245	0	0	0	0	0	0	0	0	0	0,2487	0
6316	7,1101	390,1282	7,8276	6,7541	7,7105	7,0002	6,96505	6,8732	7,4782	6,8772	7,921	6,59575	0	7,636	6,97625	7,7349	6,82355	6,84245	8,7093	7,20075	7,0499	6,8264	7,6089	6,92675	7,77315	4,2404	7,06085	6,88185	0	7,67165	7,3028	6,5097	7,3405	0	7,1519	7,27975	7,6881	7,35195	8,088	7,05155	7,9156	7,6825	7,3273	7,2597	7,50325	7,34975	7,18835
6317	6,1326	390,1287	2,3966	2,7002	2,7926	2,4148	2,5834	2,48255	2,88085	2,8371	2,92135	2,2763	0	2,81235	0,96745	2,66265	2,5887	2,8212	0	3,0441	2,68915	2,37235	1,3497	2,57195	2,8526	1,7646	2,6197	2,6098	0	2,8551	2,8651	2,37325	2,7736	0	2,99395	2,6476	2,9117	2,7667	3,04145	2,65085	3,2422	2,6492	2,5575	2,65315	2,64285	2,6474	2,79145
6318	6,2053	390,129	0	0	1,76195	0	0	0	0	0	0	1,4474	0	0	1,4097	0	1,47955	1,5842	3,9461	1,6249	0	1,3768	1,4054	1,45995	0	0	0	1,4724	0	0	1,57875	0	0	0	1,5662	1,52995	1,6246	0	0	0	0	0	0	0	0	1,4372	0
6319	5,1963	390,1337	1,5772	0,4912	0,8646	1,8163	1,33635	2,0247	1,2159	1,8414	1,4404	1,5865	0	1,4918	1,82425	1,7342	2,03605	0,5301	1,7959	1,87825	2,2534	0,8813	1,2417	1,13255	1,7541	0,78335	1,52265	2,1976	0,0433	1,9773	1,03025	1,03095	1,97265	0	1,78775	0,9872	2,30615	1,38735	1,962	1,2953	2,1587	2,0442	2,2041	0,85225	2,0593	1,34835	1,11635
6320	6,148	390,1409	0,1234	0,43835	0	0	1,21565	0,04555	0,7574	0,1892	0	0	0	0	0	0,07865	0	0,4253	0	0,1422	0	0,06585	0	0,08695	0,51495	0,31365	0,3593	0	0	0	0,37725	0,68855	0,7075	0	0	0	0	0	1,1225	0,3968	1,23285	0,61755	0	0	0,1316	0	0,7615
6321	4,1603	390,1565	0,48525	0,85035	0	0,1491	0	0	0	0	0	0	0	0	0	0,2874	0	0	0	0,5275	0,3919	0,63615	0	0	0,92855	0	0	0	0	0	0,38465	0,2158	0	0	0,46475	0,3142	0	0,29345	0	0	0	0,4737	0,1386	0	0	0,17175	0
6322	5,216	390,1621	1,5397	2,33385	4,43015	1,6872	1,4262	0,8053	2,6328	1,9876	1,40745	2,07965	0,4428	1,7676	3,69345	0,93375	1,27705	4,2719	0	3,7689	3,43655	5,1925	3,30275	1,90785	1,5882	0,5325	1,43295	1,0073	0	1,52405	4,3627	0,9663	1,62995	0	2,5994	0,9475	0	2,2782	2,21835	1,6075	1,8717	1,06105	0,42915	2,15365	1,4489	1,3369	2,77275
6323	4,2759	390,1627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,69145	1,2106	0,7579	0,9126	0,7596	0,8893	0,53395	0	0	0	0	0	0	0	0	0	0	0,4925	0,2003	0	0	0	0	0	0	0	0	0	0	0,72255
6324	5,3315	390,165	0	0	0,0431	0	0,17665	0	0	0	0	0,4359	0	0	2,32645	0,0553	1,28435	1,2687	1,9169	0,43295	0	2,5356	0,6449	1,3775	0	0	0,6374	0,97995	0	0	2,1493	0	0,0271	0	0	1,00915	1,54575	0	0	0,31895	0	0	0	0	0,34585	0,94345	0
6325	5,1217	390,1701	2,61915	3,75035	4,8197	0	0,26165	1,6136	1,75585	3,31065	3,467	3,7529	0	0	3,2816	2,54945	1,71185	5,9271	0	4,80245	4,28845	7,42895	4,79105	1,7916	3,4313	4,5193	3,1613	0,54685	0	3,96265	5,22825	1,18615	0	0	3,05355	0,59345	0,54185	3,8698	0,67755	1,8239	4,7282	2,52915	0	3,0435	0,5076	1,7847	3,86245
6326	5,4124	390,1702	0	0	0	0	0	0	0	0	0	0	0	0	1,58875	0	0,3932	0	0	0	0	1,0668	0	0,89035	0	0	0	0	0	0	0,03395	0	0	0	0	0	0,7744	0	0	0	0	0	0	0	0	0,0209	0
6327	4,1469	390,1702	0,4728	0	1,19985	0,13775	0	0,5136	0	0	0	0	0	0	0,8076	0	0,19545	1,11915	0	0,58515	0,7845	1,60035	0,36305	0	0	0,704	0	0	0	0	0,72815	0	0	0	0	0	0,30065	0,76905	0	0	0	0	0	0	0	0	0
6328	4,0149	390,1736	0,3265	0,5785	0	0	0	0	0,4869	1,0065	0	0	0	0	0	0,3332	0	0,66955	0	0,45915	0,45275	0	0	0,51225	1,67285	1,07635	0,5094	0	0	0,38695	0,5135	0,071	0,3054	0	0,56825	0	0	0,22725	0,2923	0,43535	1,3654	0,51775	0,2472	0,44245	0	0	0,46025
6330	5,2452	390,1823	0,43205	0,1989	0	0,5606	0,5385	0,9522	0,24865	0	0	0	0,46145	1,34515	0	1,33595	0	0	0	0	0	0,52595	0	0,54115	0	0	1,6037	0	0	0,87865	0,1959	0,60875	0	0	0	0	0,4714	0,0452	0	0	0,2148	0	0	0	0	0	0,82255
6331	5,3218	390,1854	0,1434	0	0,73835	0	0	0	0	0	0	0,19805	0,7804	0	0,8259	0	0,0414	0	0	0	0	0,60435	1,81675	0	0	0	0	0	0,5342	0,01755	0	0,17955	0	1,4769	1,47685	0	0	0	0	0	0	0	0,0954	0	0	0	0
6332	5,7038	390,1986	0	0,596	0,526	0	0	0	0	0	0	0,227	0	0	0,42855	0,40635	0	0,5421	0	0,737	0	0,6991	1,24915	0	0	0,5782	0	0,0963	0	0	0,69745	0	0	0	0	0	0	0,67385	0	0	0,4978	0	0	0	0	0	0
6333	5,4248	390,2018	3,32275	5,65275	1,46415	0,1546	1,0754	5,6803	2,3669	4,07465	5,3246	1,998	0	1,19645	2,3211	2,1807	0,323	2,45155	0	1,89845	6,8378	3,7106	2,61435	0,76005	2,6668	6,676	3,73895	0,8765	0	4,52635	3,90885	0,46675	0,29525	0	1,05355	0,514	0	6,0449	2,5093	1,9456	5,93635	2,62065	0	2,6355	0,6945	1,03765	3,85985
6334	5,5127	390,203	0	0	1,7536	0	0	0	0	0	0	2,9609	0	0	3,348	0	0,36675	3,63215	0	2,09875	0	5,31665	3,14855	0,85535	0	0	0	0,966	0	0	5,13685	0	0	0	1,4373	0,6066	0,2968	0	0	0	0	0	0	0	0	1,07135	0
6335	5,6414	390,2048	0	0,6975	0	0,1596	0	0,5004	0	0	0	0	0	0,1914	0	0	0	0,63875	0	0,5061	0	0	0	0	0,51465	0,6597	0	0	0,07905	0	0	0	0,1835	0	0,2443	0,3566	0,18275	1,40965	0,29325	0,1797	0,7595	0	0,192	0	0	0	0,61085
6336	7,7224	390,2404	1,52135	1,1955	1,63915	0	0,50835	0,47005	0,895	1,63395	1,4384	1,2772	0	0,2236	1,46105	1,6358	0	2,5827	0	1,73065	3,2649	3,4414	1,36165	1,59195	1,4489	3,10905	1,4088	0,3224	0	0	2,0452	0,3219	0,5798	0	1,5164	0,3082	0,32565	1,1953	1,01765	0,76115	1,55925	1,3297	0,91925	1,72535	0,6894	0,69655	1,13225
6337	7,8293	390,2406	0,14395	1,4534	1,14105	0	0	1,61025	0,15475	1,3691	0	0	0	0	0	0	0,10855	1,57045	0	0,545	0,47295	0,71755	1,3613	0,6979	0,6156	0,22305	1,2411	0	0	0,60315	0,2742	0	0	0	0,53275	0,6372	0	1,14835	0,1803	0	0,39905	0,19845	0	0,78405	0	0,0946	0,37265
6338	7,9055	390,2415	0	0	0,08005	0	0	0	0	0	0	0	0	0	0,5757	0	0,0449	0	0	0	0	0	0,5344	0	0	0	0	0	0	0	0	0	0	0	0	0,13495	0	0	0	0	0	0	0	0	0	0,1531	0
6339	7,5131	390,2416	0	0	1,17025	0,01805	0	0	0	0	0	0,89855	0,0736	0	1,3021	0	0,3502	1,4359	0	0,8091	0	1,71375	0,907	0,7241	0	0	0	0,5591	0	0	1,07755	0	0	0	0,88615	0	0	0	0	0	0	0	0	0	0	0,4269	0
6340	7,4363	390,2419	1,2943	1,508	0,96255	0	0,6653	0,5451	1,1281	1,6451	1,84315	0,83095	0	0	0,71655	0,7821	0	0,8675	0	0,8573	1,7907	0,92515	0,69715	0,2756	1,50495	1,0402	1,33485	0,3065	0	0,391	1,01525	0,2266	0,19365	0	0,52605	0,39075	0	1,48145	1,30505	0,2195	3,16235	0,64695	0	1,24495	0,2189	0	1,0715
6341	5,548	390,9837	0	0	0	0,04455	0	0	0	0	0	0	0	0	0	0	0,41965	0	0	0,042	0,73775	0	0	0	0	0	0	0	0	0	0,0786	0	0	0	0	0	0	0,0429	0	0	0	0	0	0	0	0,58375	0
6342	1,1774	390,9841	0,1479	0,28005	0,5663	0,07975	0,32085	0,2014	0,23075	0,5197	0,2354	0	0	0,30655	0,2112	0,1481	0,12585	0,2071	0,6437	0,4296	0,1953	0,4927	0,3001	0,2484	0,23025	0	0,5311	0,2223	0	0,55085	0,3441	0,3899	0,21325	0	0,17215	0	0,3034	0,49525	0,26225	0,37625	0,2835	0	0,4393	0,35035	0,48585	0,0772	0,05405
6343	4,6155	390,9892	0	0	0	0	0,6173	0	0,45835	0	0	0	0	0	0	0	0	0	0	0	0	0,5563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,90755
6344	5,1348	390,9907	0	0	0,09685	0	0	0	0	0	0	0	0	0,62035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,249	0	0	0,11135	0	0	0	0	0	0	0	0	1,24615
6345	4,3764	390,993	0,71625	0	0	0	0,6685	0,86	0	0	0	0	0	0	0	0	0	0	1,3688	0	0	0	0	0	0	0	0	0	0	0,10415	0,34015	0,1024	0,0213	0	0	0	1,14225	0	0	0,09355	1,63365	0,5946	0	0	0	0,8016	0
6346	4,5356	390,9959	0	0	0,57535	0	0	0	0	0,25505	0	0	0	0	0,35735	0	0	0,4929	0,0813	0	0	0,29625	0	0	0	0	0	0	0	0	0,8788	0	0	0	0	0	0	0	0	0	0	0,59575	0	0,2556	0	0,83975	0
6347	1,2655	390,9962	138,60315	113,61655	118,04455	135,57745	130,7785	116,8267	146,14695	121,90885	128,6069	124,21865	1,8788	147,56875	147,1872	126,85515	157,32575	137,4014	0	122,08015	133,86465	125,0361	130,57935	142,58685	132,8847	83,93215	122,3885	134,39225	0	132,67645	142,10575	129,6622	151,54625	0	126,0896	141,8318	159,65175	122,14475	154,85825	137,61165	131,1144	132,8108	159,42125	115,62815	129,98365	151,8773	118,5891
6348	1,6393	390,9963	181,68995	142,61005	111,3341	188,50945	174,8025	145,3759	181,6187	150,84935	161,58215	142,6295	0	178,25	117,6859	162,8067	188,41325	137,01585	132,6545	118,94475	144,94565	128,5343	141,40545	165,8735	170,7172	88,57265	168,99785	175,42855	0	164,6963	129,62065	176,4361	213,30635	0	128,33015	146,7989	192,1385	143,1007	182,20225	158,10735	173,76175	175,06075	200,7825	146,0554	167,1774	182,6879	150,14625
6350	2,3861	390,9968	56,46695	42,0556	25,6874	31,04785	22,957	21,70925	19,85465	26,2917	40,6949	9,76975	2,83735	25,8244	15,2288	57,57415	64,82545	25,1682	79,5039	20,45755	20,52125	18,0678	27,5155	34,28305	21,5446	26,32255	24,34525	32,04305	0,1697	28,0407	32,92675	23,8135	32,98185	1,5861	24,0414	25,5807	31,51585	29,0648	26,81555	23,66895	21,79375	43,7039	23,20495	21,6763	26,26895	37,0061	24,711
6351	2,2541	390,9969	4,19245	8,8144	7,47705	18,2431	17,22	10,18305	25,76515	14,212	16,58905	31,5154	1,1294	14,82415	6,5682	4,75005	0	10,377	0	8,9037	9,0308	8,0222	7,0274	3,41445	20,19005	7,6928	17,4461	8,99875	0,28735	16,2597	4,54335	16,15195	18,32625	1,8821	5,34715	11,44045	15,1409	5,83185	22,61775	13,4206	23,36605	14,8401	19,808	15,4801	10,8858	9,6486	10,91115
6352	3,5751	390,997	21,19545	37,11505	14,21135	46,65475	41,89925	38,27085	43,95995	39,5954	19,375	14,85435	4,6383	40,1481	13,0847	19,58555	20,44725	15,7152	0	15,77835	17,06485	15,14255	0	18,45795	41,66635	7,30935	43,6628	19,21605	2,60125	18,3791	17,08195	43,84845	47,31295	0	15,67915	18,74185	22,0335	37,8848	48,31175	40,14135	44,74625	41,5175	46,9242	15,1262	23,0543	23,10365	15,85505
6353	1,8658	390,9972	0	0	0	0	0	0	0	0	0	0	3,46155	0	5,86875	0	0	0	0	0	0	0	0	0	0	0	0	0	0,7276	0	0	0	0	4,9677	0	0	0	0	0	0	0	0	0	0	0	0	0
6354	2,5067	390,9973	0	0	0	0	0	0	0	0	0	19,20335	0	0	0	0	24,05955	0	0	16,54915	0	15,38655	20,7091	20,34185	0	0	0	0	0,67655	0	24,3937	0	0	0	15,58045	0	0	0	0	0	0	0	0	0	0	0	0
6355	3,1271	390,9976	4,507	4,3766	1,8415	2,2606	0,75745	1,5719	2,9163	0,9077	5,29705	2,6014	0	3,225	3,3887	4,2245	3,5907	0	4,818	2,92305	2,09325	3,1571	1,90625	3,25885	3,94295	0	1,9584	2,615	0,79415	2,454	1,44095	1,4281	3,3901	0	1,7508	2,81425	2,58345	1,781	2,34505	3,4615	3,2157	4,5335	1,82525	2,43765	2,9615	4,80565	5,38855
6356	2,9364	390,9977	0,893	0,792	0	0	1,48665	0	1,86125	0,1592	0,449	0,70575	1,27755	1,51005	0	2,45755	0	0,50345	0	0	0,9402	0,9675	1,15895	0,3079	0,8058	0	1,49885	0,75435	0	1,1639	0,9803	0	2,47945	0	0,53245	0	1,86065	1,7007	2,9768	1,275	0,83195	0,9003	1,51445	2,17125	0,9547	0,9834	0,4109
6357	3,7142	390,9977	24,3461	20,9063	16,6652	0	0	0	0	0	20,3592	22,8356	6,2445	0	18,89825	22,25315	29,29695	24,56615	62,8798	18,08545	23,74955	20,56455	36,80395	26,20935	0	18,7273	0	26,5653	3,3858	23,20205	22,17225	0	26,4637	11,1339	20,60245	20,3013	29,38895	0	0	0	0	23,4548	0	17,77545	16,5551	28,4977	21,51355
6359	3,2142	390,9981	0	0	0	0	1,27915	0,93185	0	2,5873	0	0	0	0	0	0	0	0	0	0	1,7139	0	0	0	2,1786	0	1,5966	0	0	0	0	2,56935	0	0	0	0	0	3,4638	0	0	1,02965	1,77665	0	1,238	2,01225	0	2,8951
6360	3,3468	390,9983	0	0	2,19235	0	0	0	0	0	0	2,2455	1,03015	0	2,3748	0	3,3467	3,4662	3,7886	1,8829	0	2,5878	3,1417	2,52735	0	0	0	3,15775	0	0	2,6121	0	0	0	1,8145	2,43055	1,70015	0	0	0	0	0	0	0	0	2,49655	0
6361	6,2736	391,0047	0,84325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,04255	0	0	0	0	0,02445	0	0	0	0	0	0	0	0	0	1,08445	0	0	0	0	0	0	0	0	0,46915	0
6362	4,1346	391,0078	0	0,43825	0	1,0512	0	0	0	0	0	0	0	0,937	0,77585	0	0	0	0	0	0	0,57845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0093	0	0	0	0	0	0	0	0	0	0
6363	3,9312	391,0114	0	2,09455	0,2443	0	0	1,33035	0	1,1038	0	0,55085	0	1,078	0	0,9995	0	0,55085	0	0	0	0	0	0	1,1981	0,4662	0,7364	0	0	0	0,9173	1,1895	0,46695	0	0	0,75775	0	0,9451	0	0	0	0	0	0,6196	0,4974	0	0
6364	1,2421	391,0116	6,84555	0	14,50895	9,89505	11,1148	12,06515	0	5,5881	0	16,20065	4,4271	0	15,923	10,3342	4,70845	12,14405	0	5,96465	9,23835	9,3271	10,5283	6,0485	3,4475	14,6095	10,70945	37,0324	2,9161	0	14,1065	11,42125	0	6,3365	4,77185	9,66595	4,8974	0	4,00385	39,47035	0	3,21725	3,9427	0	9,768	4,9339	0
6365	4,0232	391,012	0	0	0	0	0,20445	0,0436	0	0	0	0	0	0	0	1,17515	0	0,11275	0	0	0	0	0	0	0	0	0	0	0	0	0,60225	0	0	0	0,26325	0	1,02595	0	0	0,32815	0,18275	0	0	0	0	0	0,97225
