ID	m/z	1790_NEG_D4	1789_NEG_D4	1788_NEG_D4	1787_NEG_C1	1786_NEG_C1	1785_NEG_C2	1784_NEG_D4	1783_NEG_D4	1782_NEG_D4	1781_NEG_C2	1780_NEG_unknown	1779_NEG_C2	1778_NEG_C2	1777_NEG_D4	1776_NEG_D4	1775_NEG_C1	1774_NEG_C2	1773_NEG_C2	1772_NEG_D4	1771_NEG_D4	1770_NEG_C1	1769_NEG_C2	1768_NEG_C2	1767_NEG_C1	1765_NEG_D3	1764_NEG_D4	1763_NEG_D4	1762_NEG_D4	1760_NEG_D4	1759_NEG_D4	1758_NEG_D4	1757_NEG_D4	1756_NEG_C1	1755_NEG_D4	1754_NEG_D3	1753_NEG_C1	1752_NEG_C1	1751_NEG_D3	1750_NEG_D4	1749_NEG_D4	1748_NEG_D4	1747_NEG_D4	1746_NEG_C1	1745_NEG_D4	1744_NEG_D4	1743_NEG_D4	1742_NEG_C1	1741_NEG_D4	1740_NEG_C2	1739_NEG_D4	1738_NEG_C1
8154	349.1291886	0	0	0	0	0	0	0	0	0	0	11713247	0	0	0	6652596.4	0	6414412.6	0	0	0	0	0	0	5973646.2	0	0	7498377.5	0	0	0	9300805.1	0	0	0	0	0	0	0	7719582	0	0	0	0	0	0	0	0	0	0	0	0
8155	349.132586	0	15331896	7199539.5	6933895.1	0	0	6078359	0	5365849.5	7373219.4	5117030.3	5673448.9	0	6656878.1	5509564.3	0	0	0	12774413	0	0	0	0	0	0	11865104	5770641.9	5329395.8	0	12256576	0	17391553	0	0	0	5430113.4	10210721	6396867.9	8638118.1	0	5329501.3	5793014.1	0	0	0	0	0	5680331.5	5747535.5	0	12247807
8156	349.1404835	9066347.7	44836426	0	15740825	7719743.2	0	0	0	11475051	0	0	5337337.7	0	0	6470863	0	0	0	9091102	0	0	0	5560807.7	8879272.9	0	13177890	10806182	6197507.7	0	26423634	8615008.4	17285077	0	21805141	18361202	17972336	17147315	24269781	9877688	0	7412333.7	7812616.5	0	0	0	0	0	4794843.7	0	0	32391440
8157	349.1438392	0	9049169.1	5574795.9	0	5492805.1	0	0	0	0	0	6129408.2	0	0	10025347	7582679.4	4764542.6	8478827.9	0	12102181	0	6863373.8	0	0	0	0	6511657.9	0	8359178.4	14231533	9415001.6	0	7181020.1	5088944.8	0	0	5196406.2	6302138.3	6575579.8	10104000	0	10269813	8371217.2	0	0	7514726.8	0	0	0	6786405.2	0	11393815
8158	349.1504112	123246980	173571680	121703770	65579952	65719634	67509709	97579452	42497807	101828220	60556238	141178640	54007825	65924103	84318608	109181410	62819084	82757753	116726150	128006710	128622040	69085467	45105505	53096957	53192385	216120020	88351290	134825410	69857048	157197820	194275690	100249720	197777390	74382014	120880230	192059270	52048002	130867660	74375146	253499090	73855886	162625670	77220896	40649045	71421549	58901621	73222643	203315640	21282544	75496817	14044687	118788390
8159	349.1525927	7738759.7	11103845	6365535.6	0	0	0	0	0	0	0	0	0	0	5795219.7	0	0	0	0	7267897	0	6656799.9	0	0	0	0	0	9088451.8	5433627.9	0	9606510.5	6987901.1	0	0	0	0	0	8216014.4	0	12379860	6592402.3	8497286.8	0	0	0	0	0	0	0	0	0	8941865.8
8160	349.1616707	9892764.2	0	0	0	0	0	0	5853478.3	5207448.2	0	5574824	0	0	0	0	5114148.5	0	0	10580557	13896180	0	0	0	0	0	4949587.8	5824730.5	0	0	9454979.8	23395475	0	0	0	0	0	7377890.9	0	0	6006439.6	0	0	0	0	0	0	0	0	0	9473060.1	9925949.9
8161	349.1656396	11926949	0	5690747.5	0	0	0	9216988.1	0	0	0	0	0	0	5392044.4	7534090.7	0	4828569.3	11716015	0	0	6427706.7	6181890.8	6575133.9	0	0	0	7511012.9	0	0	8869773.6	7295644.2	8835600	7486943.8	0	60790699	0	11815916	0	0	12788145	8081570.4	9206595.1	0	0	0	0	16991700	0	7697806.3	0	15813958
8164	349.1868046	16970197	21965492	38423977	11627524	10782102	8779288.4	6883080.1	7083097.9	13396687	0	45881185	7485538.1	6317146	10037205	14938685	8745306.4	11338950	15514083	140556930	16290865	7654247.3	12911026	13009484	5706263.2	24264480	16428686	40896026	48236385	14186059	22791615	13356239	15218242	0	16203957	21816283	9980101.7	14588956	13460535	15065889	16123875	19389646	9261172.1	0	0	7211459.7	0	15690241	8163896.9	10024374	8372307.1	20993396
8166	349.2019849	18537975	9920214.4	37780939	9608742.9	12554674	12005433	6720295.3	12192121	15224560	17822792	16434052	16691332	9062012.7	12430834	40516193	6211194.8	22181094	15735304	16433830	22998615	27361671	43891156	23911022	19276603	67623745	6688178.2	19892800	37441407	0	14505443	34971891	41824358	28697390	32959700	36472829	13673698	18752062	15278167	42569540	28937223	19580142	25529496	16061892	0	11683044	9413210.6	45269537	31517527	13584851	20848751	15502229
8167	349.2418529	0	0	0	0	0	0	0	0	0	0	0	0	0	7132733.3	0	0	6981946.5	5585258.1	0	0	8273370.7	0	0	0	0	0	0	0	0	0	0	0	4944516.2	0	0	4789291.8	6287000.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8172	349.9328371	6584933.3	0	0	0	4858629.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6145849.1	0	5979033.1	0	6176808.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10191114	5840695	0	0
8174	349.9562675	10761370	0	0	0	0	0	0	0	0	0	9121326.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12167068	0	0	6473679.4	0	5366368.9	0	0	0	0	5562595.1	0	0	0	0	0	0	0	7939382.4	0	0	0	0	0	10028020
8175	349.9621765	100364460	0	0	0	0	0	0	6702480.5	0	0	0	0	0	4676562.7	0	0	4795688.1	89301336	14529328	281413010	0	0	0	0	172908960	0	0	0	226995430	0	0	0	0	36342512	69697211	0	0	0	0	0	9805592.7	59147130	236585000	306017280	40237891	136835150	0	15933764	10760559	390220260	0
8176	349.9717046	288309440	0	0	0	0	0	0	0	0	0	0	0	0	5859237.5	7910777.6	0	8948028.5	151540080	16201029	632014250	0	0	0	6703455.1	401744310	0	0	0	301985020	6551539.1	6213914.8	0	6000044.8	10846467	169762510	0	0	0	0	6270228.2	6204716.3	152257420	494288960	79774733	79395671	299356260	0	52992343	15799169	175606260	5520917.1
8179	350.020333	51333418	0	0	8081027.7	0	0	149780680	4976135.6	0	0	0	0	0	0	14418412	0	0	10484199	0	45035039	0	0	0	0	131555870	9955364.5	0	0	60910948	0	14717582	0	48935446	0	41148223	0	0	0	0	0	5124753.1	16989184	0	102106210	23450559	11628230	0	75831735	0	31279697	0
8181	350.0368748	0	0	12433116	0	0	4908297.8	6871022.2	0	0	0	14583524	0	10778092	5055648.2	8401171	0	6100805.5	6507278.9	0	9933382.9	5516627.8	11926810	13755783	16764665	0	4917578.7	44469860	0	0	24848779	7997109.5	0	0	0	13103974	0	6291864.4	21893945	11314340	5297708.6	13052851	6791975.6	0	0	0	0	22080766	12600280	5799165	0	5123234.8
8182	350.0437355	0	0	6864875.4	0	0	0	0	5551671	0	6520594.6	0	0	5283580	5411117.6	0	0	0	0	0	0	4966498.6	0	0	6963977.4	0	0	0	0	0	0	0	0	5736520.1	0	0	0	0	0	0	4998843.9	7864001	0	9408726.2	0	0	0	0	0	0	0	0
8184	350.0495265	0	24542816	9547511.4	0	0	4950820.7	0	5428803.2	12102675	0	13829889	0	14264841	0	11321905	0	0	11092526	6006256.1	9753702.7	0	7169845.8	16600483	10557719	0	19156584	17983108	0	14488995	13005738	13476564	11452477	5158740.5	0	0	6553339.7	4982709.4	11308372	13949633	9662921.8	0	14774340	0	0	8238590	0	0	11978226	5339155.7	0	5433789.7
8185	350.0550504	26588536	0	0	0	7487976.8	0	0	4843086.9	8037919.5	0	0	6287857.8	0	0	5943741.4	34110101	5235434.9	0	13259772	10266740	0	0	0	6643108.2	0	0	6625937.4	100542000	0	8163510.5	0	7848777.3	21382753	0	15888270	27099910	6505921.4	0	0	0	11151320	0	16521455	0	9105673.8	0	0	6671356.6	0	0	11242185
8186	350.0620348	8918407	0	0	5537250.8	4744438	0	7122467.2	14128221	9949229.9	0	0	0	0	0	5944142.6	6438307.3	6992889.9	0	16684555	0	7220872.5	6390609.2	6923966	13554485	0	0	17943203	0	0	7356359.2	11320561	7285337.7	0	0	14558109	0	13162449	0	12276445	13172711	13590503	9307232.4	0	0	0	12199705	0	8348938.4	0	0	7759575.7
8187	350.0647311	0	0	0	0	0	0	6030632.5	0	0	0	9639203.3	0	4890667.8	0	11083861	0	0	0	8199185.5	0	0	0	0	0	26013311	10149004	0	0	0	19426765	10505464	17239136	0	0	13930404	0	0	13113717	10927843	0	0	5978471.3	0	0	20288542	0	0	7354895.5	6512175.7	0	18771166
8189	350.070416	0	5997967.5	17209637	27238390	12287493	0	0	0	0	0	0	8031764.2	0	0	13126242	40647349	29833228	12394081	0	0	8940186.2	0	0	0	0	6899097.5	0	28555852	15771601	0	0	0	76808834	12059086	0	18140962	28840420	0	0	0	33785848	0	0	0	0	0	0	13302299	0	10971820	0
8191	350.0758417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5945536	0	0	0	0	4943525.3	0	0	0	0	0	0	0	0	0	0	0	5885068.8	0	0	5068204	15127025	0	0	0	6486275.8	0	0	0	0	0	0	0	0	0	0
8194	350.0833814	11401655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9763512.5	0	0	0	8345447.2	0	0	0	0	0	9951736.8	0	0	0	0	0	0	19227137	0	0	0	0	0	0	0	0	0	35123552	0	0	0	37284102
8196	350.085138	33759675	23561905	31814981	21070872	15549473	21185902	37584212	0	31751776	22074485	24706897	18358325	26242138	16304251	28211845	12804820	40357931	17328773	16693821	18710204	17619128	24799621	22893040	29848428	20144810	33008316	20258524	10970730	24141297	23679485	30851368	27762832	24836769	16172011	27598801	15779645	47090181	27973535	17211153	27995165	24698903	26346646	16974127	0	25205834	18876743	99598693	0	10939478	0	95770891
8198	350.0881296	846823870	685934260	738497870	632849440	393004070	611231090	293288280	254244500	625790570	513969280	714776410	357435450	444114020	636657790	635097740	393315030	1127198800	560861840	432742980	676218560	637051070	560513420	578284020	373012340	940188340	638421700	764833510	242341490	735211000	726782470	588175660	820895900	626115240	758195190	1433821100	630257470	1945111100	1300219800	968171290	579718180	1114120200	752518300	917619000	504067290	521391180	510857550	3112829300	269154880	562127960	104643280	2979535100
8205	350.099315	25057755	13441233	6301027.7	0	0	5158282.7	8511856.8	0	7970686	0	4960497.5	0	0	0	7535782.3	0	14965833	0	12168797	0	0	8406180.5	0	0	0	17375965	6104320.9	0	0	16681502	8319817.5	16364722	0	0	14130674	4807766.2	6732836.7	27148221	23998257	12173374	5519922.5	0	0	0	15265384	0	13560193	0	0	0	23361832
8206	350.10257	0	0	0	0	0	5182866.5	0	0	0	0	7127416.6	0	0	0	0	0	0	0	8560228.1	0	0	0	0	0	0	5178852.1	0	0	0	0	0	7352762	0	0	0	0	0	0	0	0	6899770.3	0	0	0	0	0	0	0	0	0	11343151
8208	350.1092874	56091121	19307240	31085945	31654992	20029518	19265953	15708037	22825662	13258388	11606190	32497543	19121259	12801169	15401129	35103422	25676552	21906525	14753472	25612915	28217080	20458731	22997434	16457252	22525860	54069983	17397491	97234713	23873178	17112613	54340150	29744481	23028937	17222357	39148573	269819910	17536873	53523003	40595410	38393672	22184022	20781129	24039630	16212323	26937597	21397630	16728440	43344278	9871464.1	19162244	0	42006846
8210	350.1205944	7212043.1	0	0	0	4835938.2	0	0	0	0	0	0	4831619.2	0	5597886	6916568.6	0	0	6141020.2	7091595.2	9079571	0	0	0	0	0	7440397.5	0	4992176.6	0	7700048	0	6453988.1	0	0	0	0	0	0	0	0	0	5182696.4	0	0	5708438.1	0	0	0	5123480.5	0	5527382.1
8211	350.1246091	0	0	5300634.5	0	0	0	0	0	0	0	8824746.2	0	4784307.4	0	6988513.4	0	5052541.9	0	0	0	0	0	0	0	0	0	0	0	0	0	8457093.7	6463213.9	0	0	0	0	7449693.7	6857458.5	9978729.9	0	0	0	0	0	0	0	0	0	0	0	7052126.6
8212	350.1278721	13562395	8716562	0	6712954.3	0	4865479.4	0	0	7815867.3	0	6445489.3	5151508	5869755.5	6038220.2	8353512.9	0	5586308.1	4901102.7	10029212	15392036	5026065.7	6366435.9	0	0	0	7778078.5	11019079	6530751.3	0	10481761	11605901	19884277	0	9701955.5	22960178	5185674.9	12557413	7533049.6	14026609	17133697	10935407	6050552.9	0	0	8023461.8	0	0	0	0	0	15158629
8213	350.1357372	11714093	17943332	8508594	0	0	0	0	0	5330892.4	0	9627331.2	0	0	9749210.4	10290940	0	10337941	7118081.2	10975917	0	0	0	4747357.5	8073187.1	0	10193713	8268634.7	0	0	10895476	12321184	10908936	6106382.5	0	14376516	5197721.8	9098870.7	14308362	15303555	8374418.7	7339903	10052363	0	0	5391030.7	0	0	0	5155253.5	0	18649463
8214	350.1455575	7987778.7	6909498	0	6683554.8	0	0	0	0	0	0	6739417.1	0	0	0	9646354.4	0	0	0	0	8076111.6	0	0	5063283	0	0	0	7803506.8	0	0	8898186.5	8023991	0	0	0	0	0	0	0	0	8225961.9	9843859.9	0	0	0	0	0	0	0	0	0	0
8216	350.1568668	16615516	40718164	0	10883261	6466726.2	5489923.6	0	0	6457850.4	0	5061362.6	0	0	7585538.8	0	4761068.6	0	6508597.2	13970139	0	0	5956388.7	0	0	0	16868194	22493071	8955128.6	0	22284965	0	11176250	0	69964927	32560243	19677120	25446054	14325302	8390322.8	0	0	0	0	0	0	0	23180794	0	0	0	34261412
8217	350.1608952	25906789	5860572.2	0	8122566.2	4911533.2	5095948.3	10970096	0	11868418	0	5336956	0	0	6757386.6	8101686.7	0	0	0	6399971.9	0	0	0	0	0	0	0	7225753.3	27438849	0	8068526.7	6798043.7	0	0	11159175	42705021	5167048	12937391	0	11611580	12746446	9751219.4	13812549	0	0	10135276	0	0	0	0	0	10685869
8218	350.164218	10799724	16041828	6394352.1	7139021.5	7465139.5	0	0	0	0	0	10265092	7119332.6	0	14095633	11871039	7418236.2	8384720.7	0	16273131	13046653	8030301.1	12280373	0	4713125.7	0	16491379	24374177	0	15740572	11205302	9951203.2	13320523	5571915.5	14241422	17844356	4833741.8	20403895	6270533.5	14014403	15922390	8939194	9042252.6	0	0	10759923	0	0	0	0	9503064.3	26069428
8219	350.1721321	0	0	0	5804767.7	0	0	7603463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7394693.2	0	0	0	0	5338421.5	6184286.1	0	0	0	0	6602440.2	6491734.5	21012437	8438503.9	5712074.4	6443871	0	0	12178180	0	0	10714341	0	0	5307333.4
8221	350.205395	0	0	8396872.2	0	0	0	0	0	0	0	0	0	0	0	7899551.1	0	5741862.8	0	0	0	5037874.8	8405648.7	6945780.4	4649863.8	0	0	0	8051545.9	0	0	7290949.4	8826796.2	6546596.3	0	0	0	5380371.4	0	9287712.3	5464629.7	5121038.3	6720171.9	0	0	0	0	0	6530855.4	0	0	5527820.3
8236	350.905048	0	7853296.5	7828009.8	22461293	11294221	5390613	106635250	0	0	0	0	0	0	0	5144071.4	6279582.7	0	0	0	0	0	0	0	0	0	13427751	0	0	0	0	9958586.3	0	6612353.9	0	0	0	0	0	0	0	0	7379191	0	0	36186910	0	0	0	5360215.8	63185056	0
8240	350.9240025	0	0	0	26134424	0	0	43589654	0	0	0	0	0	0	0	7059251.6	8720838.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8621738	0	0	0	0	0	0	0	0	0	0	0	18163526	0	0	7378356.5	0	12566722	0
8245	350.9405884	12416310	29302336	29551734	13613502	27450958	19813471	7282232.9	12678491	17534345	13360217	9444563.9	17757086	12370926	23669443	26114650	15920106	18158378	16983732	17427851	21354196	21366694	11082991	16866602	14044496	20667851	25194105	44711720	51803407	38167852	16207305	30808334	23971948	15186382	36166335	27822936	17210712	23941506	29765281	46444180	36821989	51877623	29738057	18501715	0	11916650	18948081	35125342	18489557	16798362	23952608	26720310
8248	350.9711375	0	0	0	0	0	6833566.3	0	0	0	0	0	0	0	0	0	0	6115177.4	0	0	0	0	5662257.6	0	0	0	0	0	6707531.6	0	0	0	0	0	0	0	4703119.1	0	0	0	0	0	5221774.9	0	0	0	0	0	5520529.5	0	11340055	0
8249	350.9743808	0	5768332.8	15341758	10229259	16737932	9200804.9	6770302.6	13835680	7045585.1	11589289	6889502.9	18033640	15967290	5436162.2	0	9379121.2	6257264.1	9585413.9	0	0	0	15396153	8543090.7	9272734.9	0	5776583.3	0	0	0	0	0	0	8509206.2	0	0	7456149.6	0	0	0	9350707.6	5134908.1	0	0	0	0	0	0	0	6498008.9	0	0
8250	350.9751642	25418115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10325769	0	51248935	0	0	0	0	33227284	0	0	0	26617207	0	0	0	0	0	14693286	0	0	0	0	0	0	9868440.5	35721373	0	6823859.2	24535094	0	6353433.4	0	13734687	0
8251	350.9880588	0	0	6058459.5	0	0	0	0	10835899	0	0	0	0	0	0	0	0	4846989.2	0	0	0	4773639.4	0	0	0	0	0	0	0	0	0	5847422	0	0	0	0	0	0	0	0	5614163.9	0	6264245.8	0	0	0	7922767.3	0	0	0	0	0
8252	350.9979046	10179510	6267073.8	4998384.9	10195521	4989623.6	0	8337070.9	0	0	0	0	0	0	4709677.4	0	0	0	6626880.3	6061575.9	0	0	0	0	0	0	5911293.5	0	0	0	0	0	0	0	0	0	5293760.7	0	0	0	0	0	6408908.2	0	0	0	0	0	5492293.7	0	0	0
8253	351.007475	0	0	0	7256662.7	0	0	8759618.2	0	0	0	0	0	0	0	0	5250422.7	0	0	0	0	0	0	0	0	0	5722387.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5902712.6	0	0	0	0	11919193	0
8254	351.0125194	95361494	0	0	0	0	9061107.7	41513164	0	0	0	0	0	0	0	0	0	0	6635364.3	0	34738050	0	0	0	0	100121190	27719455	0	0	50060744	245717620	0	0	0	0	61947898	0	8216098	326848310	0	0	0	6696942	0	77847324	36998146	7805056.8	0	22941028	0	22230371	0
8255	351.0179307	20958690	18321135	6973979.6	32877678	0	0	0	8571383.8	7986733.9	5628431.4	9394049	0	5199772.6	5940563.4	6717710.3	0	5084363.5	0	0	0	0	0	5832400.7	0	0	0	36693991	0	0	0	6980548.3	31729954	5373299.2	9645916.3	13945862	0	11199022	9081154.7	13489473	14365849	11592597	9731834.4	0	0	5444621.7	0	0	11137390	5568042.7	0	15817947
8257	351.03249	0	0	0	7870863.5	0	8441629.3	0	0	0	9899825.7	0	0	0	0	0	0	26532842	0	0	0	0	0	0	0	0	22436686	0	0	0	0	0	6026051.7	0	31249274	0	4898815.4	24661583	10945889	0	0	9379251.2	0	0	0	0	0	0	0	0	0	0
8258	351.0391403	8195601.7	8130846.8	8472904.4	8745119	0	5700906.9	0	9388066.7	87164507	4798017.2	10991024	0	6891468.8	4755835.3	16014145	5985465.7	8699895.6	6890405	7000162.1	23204802	0	0	8221693.8	6860855.3	0	10249565	0	0	0	11584687	11574262	20530516	6712480.3	0	25450549	8413195.3	13591646	12997487	15832945	10585290	10726849	27284779	0	0	8131131	8407220.7	17241388	0	0	0	8696584.8
8259	351.0439214	0	6462505.1	0	0	0	0	0	0	0	0	0	0	0	4596612.2	0	0	0	0	7111788.5	0	0	0	0	0	0	10388328	0	0	0	7929017.7	0	0	0	0	0	0	0	0	0	0	6773450.5	0	0	0	0	0	0	0	0	0	11129619
8262	351.0568988	243173950	137162570	78409071	51510471	36383525	72219984	45099304	25129543	133060230	47715691	138880980	51925151	31102196	50839452	104160110	39437024	84805661	32383952	251292300	182603760	43188374	28830192	37356068	40269921	233286340	168547210	105347140	56927733	77321768	141736660	107319840	254273920	25005767	175360940	226412640	45981228	131666570	132485010	183617430	86058227	201320420	118549840	27280715	184851300	91427937	62171352	237406540	42396090	55571315	107065780	440099120
8263	351.0602893	18163265	17995598	5217525.2	12123856	0	9698135	0	0	13154952	6132339.4	28575712	5460516.9	0	8009890.4	21682034	0	0	5225177.1	28868240	117149680	0	0	0	0	0	14301582	12280912	0	0	24926944	13084200	18552198	5011405.5	17568179	29945957	5339953.7	26157709	15652763	22008736	0	0	0	0	0	15391336	0	0	0	6258810.4	0	37374261
8265	351.0697929	132319830	59666276	25131403	113564900	23093052	77991274	30986562	23954017	66004636	31389066	119457780	34693307	23227666	29339572	161749900	24545019	23751735	32148464	94538404	590008330	31494321	13652492	14771776	19035264	118270690	86762404	40872039	26963471	56524355	259185400	68264510	101271960	21375714	24309702	195848310	38411843	151040670	102776750	74987446	27484433	8347647.1	21422449	0	0	71947388	26471666	52953451	23315924	22905739	0	194969930
8266	351.0722917	0	0	12970896	0	0	0	0	0	0	0	8611323.3	0	0	0	0	0	9686332.2	0	0	0	0	0	8348229	12102277	0	0	10241134	0	0	0	15089220	0	0	0	0	0	6138024.7	0	13745595	7252758.5	0	13779319	0	0	0	0	0	0	0	0	6041936.3
8267	351.0807587	10710127	0	5439778.5	0	5478480.1	0	0	13045879	6376116.3	0	0	0	0	0	8926113.3	0	12939342	0	13787836	0	6113223.2	10558500	5737816.4	19516569	0	0	14325379	0	0	0	12649048	8492981.2	0	0	0	0	9902779	0	13098446	17526058	13687830	9423242.5	0	0	0	11384584	0	12713961	0	0	6572385.7
8269	351.0883443	0	0	0	0	0	0	0	0	6073028.5	0	0	0	0	0	6967731	0	7886942.2	0	0	0	5437142.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6172709.4	8724892.3	0	0	0	0	13691282	0	0	0	0
8272	351.0960333	18027153	0	5964226.9	26197281	0	12524961	5694071.3	0	12031957	0	7496752.4	6204533.1	5367371.7	7088870.2	17976262	8252722.1	6085741.2	0	5808093.7	14607948	12564199	5286981.9	0	6062014	0	8025055.5	10153513	0	13510780	21450035	12458109	8945368.2	0	0	26595510	9513330.9	25365725	0	10380784	11136334	0	6514348.8	0	0	8415411.2	0	0	0	6224636.6	0	21823106
8273	351.1043397	21406371	15700914	0	6390323.6	0	0	14731658	10991271	13124327	6983131.3	9232962.7	0	0	8147701.1	10480089	8038723.8	0	0	16850672	18305119	0	0	0	3993806.9	18865958	20452340	19480765	7502417.9	0	22941510	14064784	15278573	0	0	19960007	6921602.2	0	6628854.9	16934915	10992993	6736966	7385024.9	0	0	5502405.4	0	0	0	4890827.8	0	12323220
8274	351.1074577	0	0	11778523	15302971	34370434	0	0	0	0	0	0	14560527	5983846.8	17635323	12603360	37413707	8256645.7	6911563.5	0	0	24276223	7295327	7057041	30236888	0	0	13583556	42925657	0	0	0	0	27469619	0	0	19061384	14371574	0	0	8413032.4	20678733	12969416	39860663	0	0	7667772.4	0	23445022	0	0	9401753.9
8275	351.108695	0	0	0	0	0	0	0	0	0	0	23424076	0	0	0	8647650.9	0	8726664.6	0	0	0	0	0	7158932	13065436	0	0	15989960	344137310	0	0	13197978	0	0	0	17537233	0	8600313.2	0	16118796	0	0	7137739	0	0	0	0	0	0	0	0	0
8277	351.1197243	9477829.7	11950548	0	0	0	0	0	0	5092614.8	0	39888997	4795433	0	0	0	0	6587039.5	0	13441809	0	0	0	5452459.6	10257141	0	6963735.1	21172451	6815601.4	0	0	10020532	11746320	0	0	17551594	0	8314641.7	11309592	28187685	0	7377253.8	5310180.2	0	0	13134054	0	0	5311030.3	0	0	12082100
8278	351.129663	46887643	31688683	17457675	16523629	10237354	9459686	10491838	13075163	15190812	5221654.4	19246203	6084415.5	11022745	18644004	29919252	13564281	8930484.3	11102850	50543399	23486620	10019628	0	8730305.1	8102924.8	49597276	17169454	28964091	9950853.1	27196100	58401665	23215819	52949544	7829602.7	19617856	38304000	12606128	45761320	17602604	20790332	22616476	23300218	37643771	0	0	9061115.2	8368488.7	28026344	5837897.5	10728955	0	24665546
8279	351.1409157	13021429	10507268	0	6627206.7	0	0	5328084.3	0	5644596.3	0	6509460.3	0	0	0	0	0	0	5253021.7	12382527	0	0	0	5680473.1	0	0	9450823.9	10000151	0	0	33731483	6208229.8	9346625.7	0	19207254	80304410	0	13541697	15166532	9840212.6	0	6503056.7	0	0	0	5359378.9	0	0	0	5129360.6	0	17834466
8280	351.1449827	0	5335053.3	5496875.9	0	0	0	0	0	0	0	16762013	0	8348603.4	5704513	13756983	0	0	0	0	0	0	0	0	7383856.4	0	0	9175329.3	0	0	0	12931311	8867403	0	9893982.9	0	0	7225929.7	0	10272862	5475007.2	5435033.6	0	0	0	0	0	0	0	0	0	0
8281	351.1483044	0	6768404.9	0	0	0	0	0	0	5247556.1	4780866.1	0	0	0	0	0	0	0	0	7615311.3	0	0	0	0	0	0	0	0	0	0	5588908	0	8024659.4	0	0	0	0	0	0	0	0	0	6594086	0	0	0	0	0	5261934.4	0	0	6642673.2
8282	351.1560746	0	0	7292483.4	5468585.3	6207706.3	0	0	0	0	0	6956214.2	0	6088660.6	5475669.5	8494161.2	4687025.7	4730090.7	0	5587296.6	0	0	0	0	4389963.2	0	0	6578491.4	4845753.2	0	9264574	5852425.4	7065189.6	5725850.5	0	0	0	5788259.1	6972771.6	10959479	0	6201008	0	0	0	4865843.9	0	0	0	4598572.2	0	16896514
8283	351.1581029	0	0	0	0	0	0	0	0	0	6848601.2	0	0	0	0	0	0	0	4958407.1	0	0	0	0	0	3972175.9	0	0	0	0	0	5478339.1	5318670.1	0	0	0	0	4773347.6	0	0	0	10093533	0	0	0	0	0	0	0	0	0	0	0
8284	351.1660293	19697452	14604860	0	0	0	0	5702664.3	0	9340265.5	0	13785804	0	7700203.6	4781416.1	6355560.5	0	5049087.5	9789659	18669430	11357939	0	7018720.9	11608335	4280546.6	0	10294913	12845397	9640653.3	0	9123797.7	6627360.4	12423805	0	0	13797714	0	8726392.9	6701432.4	12744845	11834864	8577988	0	0	0	6974536.2	0	0	0	6462014.8	0	10606615
8285	351.1812351	23153487	0	10442873	7458786.5	6930953.2	0	0	0	7225738.7	5395088.1	7639278.4	6196401.6	6406413.4	6200452.4	10766476	0	5687327.9	9444607.5	12279703	0	5994902.5	21734146	6786095.7	0	0	5596836.8	12362619	6066154.8	0	8651256.4	8090948.1	11158177	6291920.2	0	21160308	6306573.9	12127131	6894999.6	15283375	23304723	10172643	6957937.1	0	0	5762920.8	0	13658195	7009455.2	8014939.4	0	10265144
8286	351.2177557	14483872	7879857.2	25630407	7970101.7	8861771.8	5758364.2	0	7381133.3	11313113	8469221.6	11647808	13744642	5273951.8	12999881	23379169	5790771.4	13756268	12269913	14744550	16946544	13630434	27751251	11089279	12038620	50766871	6081785	15836629	19284787	0	11007054	23423898	32398070	15419423	21449970	19039686	15566672	13115372	9735908.6	28412161	24588904	19069230	15199941	13887137	0	0	0	20332190	20697847	8592031.4	27929303	13275782
8290	351.9268526	0	0	52726960	6953601.4	18247006	13205074	29085727	194405670	25971132	124976490	6951022	45160477	203691170	0	7280466.2	18930185	37355309	32855064	0	0	9257876.9	90780014	61921648	267683930	0	7214168.2	5969064	10675368	0	0	14346777	0	182153730	0	0	18059346	0	0	0	47025358	10507985	20265243	55324801	0	0	75693970	0	38473829	0	0	0
8291	351.930123	14735823	10735345	18597047	0	19438948	12341336	0	0	10046403	0	5530740.7	5873443.6	0	11183605	35697498	4974352.2	19468084	7515423.5	7757293.4	12592673	8138139.5	0	19619191	0	21558776	18435936	27849904	57584815	15161723	10866879	41570849	51796340	0	11652758	70176764	8971096.4	8076828	70096558	84459318	42949846	23107288	12949282	10032264	0	25638809	0	30654561	70269035	25313740	0	15148145
